game_id,possession_number,lineup_id,lineup_profile,tactic,opponent_style,opponent_strength,schedule_fatigue,late_clock,transition,clutch_context,spacing,creation,rim_pressure,defense,rebounding,ball_security,pace,shot_quality,turnover_pressure,defensive_risk,rebound_matchup,actual_points
1,10,L08,Low-turnover veteran group,empty_corner,zone,0.16759439386493727,0.21892052957220456,1.0,1.0,0.0,0.69,0.68,0.55,0.69,0.59,0.91,0.52,0.587365190343911,0.39026672639403137,0.32363968959777334,0.5501989194938441,1.390534347609961
1,11,L09,Small-ball offensive group,early_drag,size,0.16759439386493727,0.21892052957220456,0.0,1.0,0.0,0.91,0.76,0.54,0.48,0.36,0.69,0.79,0.8161986767053651,0.3281263612628314,0.5511290492386461,0.30824944734466664,1.1932812845388487
1,12,L07,Rim pressure transition group,empty_corner,switch,0.16759439386493727,0.21892052957220456,0.0,0.0,0.0,0.6,0.7,0.89,0.6,0.61,0.57,0.83,0.7186304374561718,0.3975118256255948,0.43680624964194853,0.6829954062154624,0.9502359051264457
1,13,L01,Spacing with two-way wings,switch_hunt,zone,0.16759439386493727,0.21892052957220456,1.0,0.0,0.0,0.87,0.72,0.61,0.78,0.58,0.74,0.69,0.6853066747548747,0.445921568015335,0.43147878692675445,0.4945628894768364,0.7451941721881734
1,14,L11,Defensive glass control group,post_split,pressure,0.16759439386493727,0.21892052957220456,0.0,0.0,0.0,0.58,0.57,0.62,0.86,0.92,0.69,0.49,0.6622666381740736,0.2715377003327266,0.20713468830539927,0.8226995035832193,1.4228550778793438
1,15,L06,Balanced playoff-style unit,switch_hunt,zone,0.16759439386493727,0.21892052957220456,0.0,0.0,0.0,0.76,0.75,0.66,0.79,0.66,0.78,0.63,0.6404772231561215,0.3278635881750513,0.29566658760026,0.5969672371254263,0.8192578542862222
1,16,L01,Spacing with two-way wings,horns,size,0.16759439386493727,0.21892052957220456,0.0,1.0,0.0,0.87,0.72,0.61,0.78,0.58,0.74,0.69,0.8030607748304512,0.2443438678226417,0.3339982469121098,0.5626617196871082,1.715264147885284
1,17,L09,Small-ball offensive group,early_drag,drop,0.16759439386493727,0.21892052957220456,0.0,1.0,0.0,0.91,0.76,0.54,0.48,0.36,0.69,0.79,0.8152929942660576,0.30881671183107184,0.6155371289875347,0.3626054719827444,1.3565941525473861
1,18,L04,Switch-heavy defensive group,early_drag,pace,0.16759439386493727,0.21892052957220456,0.0,0.0,0.0,0.64,0.61,0.57,0.91,0.68,0.7,0.61,0.6899542484318739,0.30893863028639,0.31021725243988035,0.6085896639157606,0.6424757630427478
1,19,L12,Late-clock creation group,spread_pnr,pace,0.16759439386493727,0.21892052957220456,0.0,0.0,0.0,0.74,0.91,0.59,0.63,0.51,0.66,0.57,0.7764817004334071,0.36956932203798665,0.4730137294511176,0.5300516228180387,0.9245889804883116
1,20,L05,Bench spacing development group,post_split,drop,0.16759439386493727,0.21892052957220456,0.0,1.0,0.0,0.81,0.54,0.49,0.52,0.43,0.58,0.71,0.71973185809677,0.31407005509557623,0.5578600389773387,0.5643086159832054,0.9441183108372619
1,21,L02,High creation guard unit,horns,pressure,0.16759439386493727,0.21892052957220456,0.0,1.0,0.0,0.73,0.88,0.67,0.57,0.47,0.62,0.76,0.8139163788626503,0.40104435479231176,0.437983386222797,0.4885813607330031,0.9867565712193115
1,22,L01,Spacing with two-way wings,early_drag,switch,0.16759439386493727,0.21892052957220456,1.0,0.0,0.0,0.87,0.72,0.61,0.78,0.58,0.74,0.69,0.5121896739381386,0.42564209496135363,0.31615212885113275,0.4927598891107898,0.614925510820752
1,23,L10,Player-development evaluation group,spread_pnr,size,0.16759439386493727,0.21892052957220456,0.0,1.0,0.0,0.62,0.49,0.58,0.5,0.52,0.54,0.67,0.7153498339999852,0.3796943603397615,0.5152515336310065,0.5561755989564431,1.4496818917558376
1,24,L04,Switch-heavy defensive group,post_split,pace,0.16759439386493727,0.21892052957220456,1.0,0.0,0.0,0.64,0.61,0.57,0.91,0.68,0.7,0.61,0.5529944015072226,0.38745861144619126,0.29243813144717,0.6495823725445418,1.7919295108230102
1,25,L07,Rim pressure transition group,early_drag,pace,0.16759439386493727,0.21892052957220456,0.0,0.0,0.0,0.6,0.7,0.89,0.6,0.61,0.57,0.83,0.7149575791621907,0.4016582652373766,0.496006323410188,0.543143642471591,0.8168989435097347
1,26,L03,Big frontcourt rebound unit,horns,pressure,0.16759439386493727,0.21892052957220456,0.0,0.0,0.0,0.55,0.58,0.76,0.74,0.88,0.65,0.54,0.8242625176355305,0.3322060436895558,0.26887060345739694,0.7702329194810541,0.5592668502253032
1,27,L06,Balanced playoff-style unit,empty_corner,switch,0.16759439386493727,0.21892052957220456,0.0,0.0,0.0,0.76,0.75,0.66,0.79,0.66,0.78,0.63,0.8786148116992789,0.4597313735198798,0.2777353109245092,0.5997937353289255,1.2285293917452693
1,28,L10,Player-development evaluation group,early_drag,switch,0.16759439386493727,0.21892052957220456,1.0,0.0,0.0,0.62,0.49,0.58,0.5,0.52,0.54,0.67,0.5404859644679971,0.4772702114963546,0.45842249413997427,0.4413949242340086,0.7794988349349876
1,29,L01,Spacing with two-way wings,early_drag,switch,0.16759439386493727,0.21892052957220456,1.0,0.0,0.0,0.87,0.72,0.61,0.78,0.58,0.74,0.69,0.6959629490691897,0.4358494814412828,0.3759014627857365,0.5690779935908795,1.0110522965251727
1,30,L10,Player-development evaluation group,empty_corner,drop,0.16759439386493727,0.21892052957220456,1.0,1.0,0.0,0.62,0.49,0.58,0.5,0.52,0.54,0.67,0.7199900985358356,0.5747457601816217,0.4844059699936014,0.4781052401545215,0.5258906095010041
1,31,L10,Player-development evaluation group,spread_pnr,drop,0.16759439386493727,0.21892052957220456,0.0,1.0,0.0,0.62,0.49,0.58,0.5,0.52,0.54,0.67,0.8000463088934908,0.4187990319685777,0.4095921081450524,0.4955971842892106,1.1311381657147468
1,32,L08,Low-turnover veteran group,empty_corner,size,0.16759439386493727,0.21892052957220456,1.0,0.0,0.0,0.69,0.68,0.55,0.69,0.59,0.91,0.52,0.576353750726148,0.44385261370751744,0.24058072031921152,0.5586776568656264,1.0046526649259846
1,33,L04,Switch-heavy defensive group,spread_pnr,drop,0.16759439386493727,0.21892052957220456,0.0,0.0,0.0,0.64,0.61,0.57,0.91,0.68,0.7,0.61,0.796041012849851,0.26498494481205265,0.3311050430506857,0.6161771593488338,1.126152269401785
1,34,L08,Low-turnover veteran group,early_drag,switch,0.16759439386493727,0.21892052957220456,0.0,0.0,0.0,0.69,0.68,0.55,0.69,0.59,0.91,0.52,0.8211386963245966,0.32914860950674424,0.3908679763122552,0.677524744306275,1.2700181062873883
1,35,L10,Player-development evaluation group,empty_corner,pressure,0.16759439386493727,0.21892052957220456,0.0,1.0,0.0,0.62,0.49,0.58,0.5,0.52,0.54,0.67,0.8037750360756911,0.33716283390211627,0.5042311594866594,0.512449609285898,1.4626704602072425
1,36,L01,Spacing with two-way wings,empty_corner,size,0.16759439386493727,0.21892052957220456,1.0,0.0,0.0,0.87,0.72,0.61,0.78,0.58,0.74,0.69,0.631182809626108,0.3694776554281187,0.3323996502474626,0.6565623787328108,1.227842425821039
1,37,L10,Player-development evaluation group,post_split,pace,0.16759439386493727,0.21892052957220456,0.0,0.0,0.0,0.62,0.49,0.58,0.5,0.52,0.54,0.67,0.6241315833562051,0.4116784886354217,0.5228792441711112,0.5604143610696739,0.12934654316081873
1,38,L06,Balanced playoff-style unit,switch_hunt,size,0.16759439386493727,0.21892052957220456,0.0,0.0,0.0,0.76,0.75,0.66,0.79,0.66,0.78,0.63,0.6446057033917155,0.28492284379830424,0.36585895850544403,0.5269930087689709,1.5229039717313597
1,39,L08,Low-turnover veteran group,switch_hunt,zone,0.16759439386493727,0.21892052957220456,0.0,0.0,0.0,0.69,0.68,0.55,0.69,0.59,0.91,0.52,0.7813082933593423,0.28192191606471795,0.3806336870007112,0.5891092670931111,0.798572491176369
1,40,L04,Switch-heavy defensive group,early_drag,drop,0.16759439386493727,0.21892052957220456,1.0,0.0,0.0,0.64,0.61,0.57,0.91,0.68,0.7,0.61,0.47888783508129534,0.4354275635418807,0.361986419748725,0.5912733790074536,0.60972520553017
1,41,L09,Small-ball offensive group,empty_corner,zone,0.16759439386493727,0.21892052957220456,0.0,0.0,0.0,0.91,0.76,0.54,0.48,0.36,0.69,0.79,0.8446076389539916,0.3871690184023626,0.5368194674319811,0.5515478587569727,1.0055331482706753
1,42,L02,High creation guard unit,horns,pressure,0.16759439386493727,0.21892052957220456,0.0,1.0,0.0,0.73,0.88,0.67,0.57,0.47,0.62,0.76,0.9461730410916316,0.28876503800491327,0.39513128166046946,0.39281199650907617,0.8881753993324376
1,43,L04,Switch-heavy defensive group,empty_corner,pace,0.16759439386493727,0.21892052957220456,0.0,1.0,0.0,0.64,0.61,0.57,0.91,0.68,0.7,0.61,0.6337937938020413,0.34439569432737865,0.26432484068385953,0.6634518190392041,1.2514708638862033
1,44,L12,Late-clock creation group,spread_pnr,pressure,0.16759439386493727,0.21892052957220456,0.0,1.0,0.0,0.74,0.91,0.59,0.63,0.51,0.66,0.57,0.8773526824469041,0.3817812503379328,0.3724799792222822,0.50611198790632,1.227031173005138
1,45,L03,Big frontcourt rebound unit,spread_pnr,pace,0.16759439386493727,0.21892052957220456,0.0,1.0,0.0,0.55,0.58,0.76,0.74,0.88,0.65,0.54,0.7645474699603122,0.40015396715906315,0.21306062381306856,0.6981003330517219,0.5844299425444807
1,46,L10,Player-development evaluation group,early_drag,drop,0.16759439386493727,0.21892052957220456,0.0,0.0,0.0,0.62,0.49,0.58,0.5,0.52,0.54,0.67,0.6762674049165112,0.4505388898933992,0.5314979489791609,0.5197403966526392,1.4122678474109434
1,47,L08,Low-turnover veteran group,spread_pnr,pace,0.16759439386493727,0.21892052957220456,0.0,0.0,0.0,0.69,0.68,0.55,0.69,0.59,0.91,0.52,0.6639119687759808,0.25237718065413806,0.4090928933347065,0.6761348626061665,0.5965800349493114
1,48,L01,Spacing with two-way wings,spread_pnr,pressure,0.16759439386493727,0.21892052957220456,1.0,0.0,0.0,0.87,0.72,0.61,0.78,0.58,0.74,0.69,0.5253456504491482,0.47449286463628376,0.3280636067253398,0.5338546584337942,0.5795375031827064
1,49,L06,Balanced playoff-style unit,empty_corner,size,0.16759439386493727,0.21892052957220456,0.0,0.0,0.0,0.76,0.75,0.66,0.79,0.66,0.78,0.63,0.7901153112357308,0.38051109783426784,0.31917433482255736,0.5332772037254635,1.444189246829231
1,50,L08,Low-turnover veteran group,horns,pace,0.16759439386493727,0.21892052957220456,1.0,0.0,0.0,0.69,0.68,0.55,0.69,0.59,0.91,0.52,0.5881265536427777,0.46782864306417454,0.47276266881846407,0.5770515408441742,0.9155239541026139
1,51,L04,Switch-heavy defensive group,empty_corner,zone,0.16759439386493727,0.21892052957220456,0.0,0.0,0.0,0.64,0.61,0.57,0.91,0.68,0.7,0.61,0.7112344926874531,0.30000957476038925,0.2084352677003279,0.5115096665767299,0.6977504816056413
1,52,L01,Spacing with two-way wings,early_drag,zone,0.16759439386493727,0.21892052957220456,0.0,1.0,0.0,0.87,0.72,0.61,0.78,0.58,0.74,0.69,0.8074745330195023,0.3454634376804074,0.33795973054826006,0.5488268424538018,1.1912730401663734
1,53,L04,Switch-heavy defensive group,early_drag,size,0.16759439386493727,0.21892052957220456,0.0,0.0,0.0,0.64,0.61,0.57,0.91,0.68,0.7,0.61,0.692780343741736,0.4715617013876512,0.2990676294970401,0.7218815431325778,1.062714709514015
2,0,L10,Player-development evaluation group,horns,zone,0.31942740243138823,0.307560109473481,1.0,1.0,0.0,0.62,0.49,0.58,0.5,0.52,0.54,0.67,0.6595172202667545,0.5371879756931903,0.45789237208009387,0.5329066464667552,0.7587088414635729
2,1,L04,Switch-heavy defensive group,spread_pnr,size,0.31942740243138823,0.307560109473481,1.0,0.0,0.0,0.64,0.61,0.57,0.91,0.68,0.7,0.61,0.45269635018636756,0.5326545168220244,0.33976405785646274,0.574499897711146,0.3185368044499425
2,2,L05,Bench spacing development group,empty_corner,pace,0.31942740243138823,0.307560109473481,0.0,0.0,0.0,0.81,0.54,0.49,0.52,0.43,0.58,0.71,0.6796256628370307,0.42851541580634406,0.40435689110815626,0.4248293099463753,0.9789140746925843
2,3,L01,Spacing with two-way wings,switch_hunt,switch,0.31942740243138823,0.307560109473481,0.0,1.0,0.0,0.87,0.72,0.61,0.78,0.58,0.74,0.69,0.8238976630661544,0.39575217575185623,0.446851656139078,0.48945974052914865,0.7312719525221949
2,4,L12,Late-clock creation group,empty_corner,drop,0.31942740243138823,0.307560109473481,0.0,0.0,0.0,0.74,0.91,0.59,0.63,0.51,0.66,0.57,0.8709027345762428,0.38463569617160137,0.4277162499240132,0.5925517930084276,0.9762873210647435
2,5,L02,High creation guard unit,early_drag,pace,0.31942740243138823,0.307560109473481,1.0,1.0,0.0,0.73,0.88,0.67,0.57,0.47,0.62,0.76,0.7558482541590672,0.4647228394504417,0.5221954417945567,0.32701309341420504,0.7014183754176658
2,6,L03,Big frontcourt rebound unit,post_split,pace,0.31942740243138823,0.307560109473481,0.0,0.0,0.0,0.55,0.58,0.76,0.74,0.88,0.65,0.54,0.6763973458631192,0.37350216176232576,0.32997422078887567,0.697156549191647,1.2523877676198476
2,7,L04,Switch-heavy defensive group,post_split,pace,0.31942740243138823,0.307560109473481,0.0,0.0,0.0,0.64,0.61,0.57,0.91,0.68,0.7,0.61,0.814504398163864,0.36010669677870333,0.27965064784114957,0.5724570568867907,0.7243186527725384
2,8,L05,Bench spacing development group,empty_corner,zone,0.31942740243138823,0.307560109473481,0.0,1.0,0.0,0.81,0.54,0.49,0.52,0.43,0.58,0.71,0.7889591771008757,0.4219761617562145,0.48496191168548647,0.3967365950624506,1.3042867787690005
2,9,L03,Big frontcourt rebound unit,early_drag,drop,0.31942740243138823,0.307560109473481,0.0,0.0,0.0,0.55,0.58,0.76,0.74,0.88,0.65,0.54,0.7028784152491664,0.3090550423605764,0.31640579595865825,0.7733908604326963,0.7877443672137581
2,10,L08,Low-turnover veteran group,switch_hunt,pace,0.31942740243138823,0.307560109473481,0.0,0.0,0.0,0.69,0.68,0.55,0.69,0.59,0.91,0.52,0.702048959941822,0.31123412222328245,0.25550871046788476,0.4852878520923134,0.9267221866712214
2,11,L11,Defensive glass control group,spread_pnr,drop,0.31942740243138823,0.307560109473481,0.0,0.0,0.0,0.58,0.57,0.62,0.86,0.92,0.69,0.49,0.6253521957548884,0.3796338237468253,0.3455606161828595,0.7123262529558393,1.0797729017363236
2,12,L09,Small-ball offensive group,post_split,size,0.31942740243138823,0.307560109473481,0.0,1.0,0.0,0.91,0.76,0.54,0.48,0.36,0.69,0.79,0.79633584758925,0.3466810750082869,0.490175388115108,0.4424247889734521,1.0828016026853466
2,13,L12,Late-clock creation group,early_drag,zone,0.31942740243138823,0.307560109473481,0.0,1.0,0.0,0.74,0.91,0.59,0.63,0.51,0.66,0.57,0.8259447478137849,0.346230641176217,0.44186138929810503,0.5444443006484495,1.2425101145226003
2,14,L05,Bench spacing development group,post_split,drop,0.31942740243138823,0.307560109473481,1.0,0.0,0.0,0.81,0.54,0.49,0.52,0.43,0.58,0.71,0.47777593387605644,0.527577512708482,0.44207486354250974,0.3657106326926021,1.0074600755549252
2,15,L01,Spacing with two-way wings,post_split,switch,0.31942740243138823,0.307560109473481,0.0,0.0,0.0,0.87,0.72,0.61,0.78,0.58,0.74,0.69,0.7871264604382561,0.36430707771525883,0.33442151205144777,0.5759368893122292,0.8790384509929557
2,16,L11,Defensive glass control group,empty_corner,size,0.31942740243138823,0.307560109473481,0.0,0.0,0.0,0.58,0.57,0.62,0.86,0.92,0.69,0.49,0.7722562197007137,0.4953278029616789,0.24474134548541188,0.6694584292710224,0.9480527236785077
2,17,L04,Switch-heavy defensive group,empty_corner,pace,0.31942740243138823,0.307560109473481,0.0,1.0,0.0,0.64,0.61,0.57,0.91,0.68,0.7,0.61,0.803870442517165,0.2897411243403635,0.3299646453426228,0.7408298106249868,1.1775429726449744
2,18,L05,Bench spacing development group,empty_corner,drop,0.31942740243138823,0.307560109473481,0.0,0.0,0.0,0.81,0.54,0.49,0.52,0.43,0.58,0.71,0.636953074731125,0.31872782505596786,0.4906243439067435,0.4192408747404648,1.5843119466795494
2,19,L02,High creation guard unit,spread_pnr,zone,0.31942740243138823,0.307560109473481,1.0,1.0,0.0,0.73,0.88,0.67,0.57,0.47,0.62,0.76,0.7367640158274736,0.4482090429380897,0.4736746144897256,0.5434198419181293,0.9027605665747375
2,20,L12,Late-clock creation group,post_split,size,0.31942740243138823,0.307560109473481,0.0,0.0,0.0,0.74,0.91,0.59,0.63,0.51,0.66,0.57,0.7787047338188928,0.2927787945305529,0.33402189179184455,0.5275927218397649,0.8911458994956509
2,21,L09,Small-ball offensive group,early_drag,pressure,0.31942740243138823,0.307560109473481,0.0,1.0,0.0,0.91,0.76,0.54,0.48,0.36,0.69,0.79,0.7941901873365055,0.4096518001470456,0.5336723398859,0.5366248486692778,1.1973453919164931
2,22,L10,Player-development evaluation group,empty_corner,size,0.31942740243138823,0.307560109473481,0.0,0.0,0.0,0.62,0.49,0.58,0.5,0.52,0.54,0.67,0.7395035005139117,0.3927952593994646,0.4504344351106803,0.47692252145351466,1.255136071343573
2,23,L02,High creation guard unit,horns,pressure,0.31942740243138823,0.307560109473481,0.0,0.0,0.0,0.73,0.88,0.67,0.57,0.47,0.62,0.76,0.7728543099992259,0.43926408798832334,0.3522159442269262,0.42106640889321967,0.7318465397228856
2,24,L03,Big frontcourt rebound unit,empty_corner,drop,0.31942740243138823,0.307560109473481,0.0,0.0,0.0,0.55,0.58,0.76,0.74,0.88,0.65,0.54,0.7583779534996159,0.36920837277179364,0.26826412274432077,0.7542514392354217,1.4520138067526134
2,25,L08,Low-turnover veteran group,horns,switch,0.31942740243138823,0.307560109473481,0.0,0.0,0.0,0.69,0.68,0.55,0.69,0.59,0.91,0.52,0.7560490814425684,0.29237906574156397,0.41108799116235684,0.4925640248657949,1.024504010272062
2,26,L06,Balanced playoff-style unit,early_drag,zone,0.31942740243138823,0.307560109473481,0.0,0.0,0.0,0.76,0.75,0.66,0.79,0.66,0.78,0.63,0.7473428570669214,0.28614739124896227,0.3385958619117118,0.6713498431491914,0.3429449616352941
2,27,L06,Balanced playoff-style unit,post_split,size,0.31942740243138823,0.307560109473481,0.0,0.0,0.0,0.76,0.75,0.66,0.79,0.66,0.78,0.63,0.8144390344276737,0.2802533593750172,0.2874280149943521,0.6305375347115959,1.1541818558758845
2,28,L01,Spacing with two-way wings,early_drag,drop,0.31942740243138823,0.307560109473481,0.0,1.0,0.0,0.87,0.72,0.61,0.78,0.58,0.74,0.69,0.9118660433450955,0.3912118194285523,0.28441120903829,0.4128325983877821,1.4913963791328175
2,29,L07,Rim pressure transition group,early_drag,pressure,0.31942740243138823,0.307560109473481,0.0,1.0,0.0,0.6,0.7,0.89,0.6,0.61,0.57,0.83,0.8862502935810317,0.4985411314530446,0.468619687362951,0.5463657099130917,0.7940591835759674
2,30,L03,Big frontcourt rebound unit,early_drag,pace,0.31942740243138823,0.307560109473481,0.0,0.0,0.0,0.55,0.58,0.76,0.74,0.88,0.65,0.54,0.798710104124328,0.4382638395091002,0.2737622888674221,0.8089698711660702,1.3167036129157572
2,31,L07,Rim pressure transition group,early_drag,switch,0.31942740243138823,0.307560109473481,0.0,1.0,0.0,0.6,0.7,0.89,0.6,0.61,0.57,0.83,0.8686143770023326,0.4257009757314341,0.3536242522721693,0.5736859763528669,0.9388845667390929
2,32,L09,Small-ball offensive group,post_split,size,0.31942740243138823,0.307560109473481,0.0,0.0,0.0,0.91,0.76,0.54,0.48,0.36,0.69,0.79,0.8085128050113525,0.4353926613789616,0.5168074677879698,0.4058365483221002,0.5873362890408776
2,33,L02,High creation guard unit,switch_hunt,pressure,0.31942740243138823,0.307560109473481,0.0,1.0,0.0,0.73,0.88,0.67,0.57,0.47,0.62,0.76,0.8628162261685914,0.4815394636635608,0.509515475183549,0.47135543805372127,1.1190624434623702
2,34,L11,Defensive glass control group,horns,pressure,0.31942740243138823,0.307560109473481,0.0,0.0,0.0,0.58,0.57,0.62,0.86,0.92,0.69,0.49,0.6308341046008492,0.30534562838517143,0.2905658994852552,0.8091445913042276,0.44356021417226554
2,35,L01,Spacing with two-way wings,spread_pnr,pressure,0.31942740243138823,0.307560109473481,0.0,0.0,0.0,0.87,0.72,0.61,0.78,0.58,0.74,0.69,0.7875347924140876,0.30860913893287123,0.3112198673899754,0.5683450059932549,1.2841204194103097
2,36,L09,Small-ball offensive group,switch_hunt,pressure,0.31942740243138823,0.307560109473481,0.0,0.0,0.0,0.91,0.76,0.54,0.48,0.36,0.69,0.79,0.7740536041793461,0.378722965071855,0.5061006464884084,0.35899506522357405,1.0899945144157643
2,37,L05,Bench spacing development group,post_split,drop,0.31942740243138823,0.307560109473481,0.0,0.0,0.0,0.81,0.54,0.49,0.52,0.43,0.58,0.71,0.7278462633387012,0.4189216064739349,0.4254333587032997,0.4137942442763087,1.4499875115938876
2,38,L10,Player-development evaluation group,post_split,pace,0.31942740243138823,0.307560109473481,0.0,0.0,0.0,0.62,0.49,0.58,0.5,0.52,0.54,0.67,0.5526892908054493,0.42031690266016225,0.4737506726595134,0.4986120603827262,1.2688700013263021
2,39,L09,Small-ball offensive group,empty_corner,size,0.31942740243138823,0.307560109473481,0.0,1.0,0.0,0.91,0.76,0.54,0.48,0.36,0.69,0.79,0.8504116092926063,0.33021680946989773,0.4714875064540021,0.37409299140685104,1.5421543979928387
2,40,L09,Small-ball offensive group,horns,drop,0.31942740243138823,0.307560109473481,0.0,0.0,0.0,0.91,0.76,0.54,0.48,0.36,0.69,0.79,0.8984214616020649,0.3631964728486542,0.5227577000601857,0.4155971800668035,2.1368125988409825
2,41,L07,Rim pressure transition group,horns,zone,0.31942740243138823,0.307560109473481,0.0,0.0,0.0,0.6,0.7,0.89,0.6,0.61,0.57,0.83,0.7210149890259274,0.4540914733259344,0.4443590881464361,0.5853832665789418,0.9576654199258331
2,42,L02,High creation guard unit,early_drag,size,0.31942740243138823,0.307560109473481,0.0,0.0,0.0,0.73,0.88,0.67,0.57,0.47,0.62,0.76,0.7286788348101819,0.31954644855335823,0.4618842465649444,0.47570757190710056,0.8038873751120598
2,43,L03,Big frontcourt rebound unit,post_split,switch,0.31942740243138823,0.307560109473481,0.0,0.0,0.0,0.55,0.58,0.76,0.74,0.88,0.65,0.54,0.6888047637796397,0.3954046195636907,0.26941016127670125,0.8011256723556072,1.062342637676797
2,44,L06,Balanced playoff-style unit,post_split,drop,0.31942740243138823,0.307560109473481,0.0,0.0,0.0,0.76,0.75,0.66,0.79,0.66,0.78,0.63,0.7621947931855221,0.33586228250481787,0.3546828007333875,0.6605276882991313,0.6991554122686745
2,45,L12,Late-clock creation group,empty_corner,drop,0.31942740243138823,0.307560109473481,1.0,0.0,0.0,0.74,0.91,0.59,0.63,0.51,0.66,0.57,0.6077196337056294,0.35297641312334604,0.32960516562735964,0.44868650834047263,0.7745993590422166
2,46,L02,High creation guard unit,spread_pnr,switch,0.31942740243138823,0.307560109473481,1.0,0.0,0.0,0.73,0.88,0.67,0.57,0.47,0.62,0.76,0.5970389616591179,0.4485455073575517,0.4887485856839016,0.37853018751266615,1.0341585983389328
2,47,L09,Small-ball offensive group,spread_pnr,size,0.31942740243138823,0.307560109473481,0.0,0.0,0.0,0.91,0.76,0.54,0.48,0.36,0.69,0.79,0.9168178902314448,0.3565898328699238,0.45235398650936715,0.39786388656792293,0.7611805543919984
2,48,L02,High creation guard unit,empty_corner,zone,0.31942740243138823,0.307560109473481,0.0,1.0,0.0,0.73,0.88,0.67,0.57,0.47,0.62,0.76,0.926844308702784,0.4495367932323855,0.5366198965860431,0.5024335161357767,1.5366363589203091
2,49,L03,Big frontcourt rebound unit,early_drag,drop,0.31942740243138823,0.307560109473481,0.0,0.0,0.0,0.55,0.58,0.76,0.74,0.88,0.65,0.54,0.6573130468481959,0.37315351323384216,0.41391355276808095,0.7474855239230108,1.1575295889865207
2,50,L06,Balanced playoff-style unit,horns,drop,0.31942740243138823,0.307560109473481,1.0,0.0,0.0,0.76,0.75,0.66,0.79,0.66,0.78,0.63,0.6883184521328307,0.5196311052114952,0.35888581285333676,0.6390415248703695,0.5503779318717361
2,51,L03,Big frontcourt rebound unit,post_split,drop,0.31942740243138823,0.307560109473481,1.0,0.0,0.0,0.55,0.58,0.76,0.74,0.88,0.65,0.54,0.5947836375740773,0.5059997407810197,0.37982012167084456,0.7750302611256601,0.7990822201951918
2,52,L02,High creation guard unit,post_split,pace,0.31942740243138823,0.307560109473481,0.0,0.0,0.0,0.73,0.88,0.67,0.57,0.47,0.62,0.76,0.6841921955556749,0.414249835378378,0.4886812756212183,0.40092298489983746,0.6741317722258567
